Marina Name ,Unit Number ,Data Collector,Date,Month,Year,Hours in Operation (since last empty),Total weight (g),Terrestrial Biomass (land based) (%),Marine Biomass (water based) (%),Bycatch,Microplastic (Pellets) (#),Foam Pieces (#),Plastic Food Wrappers - Soft (#),Food packaging - Hard (#),Plastic Lids (#),Plastic Straws (#),Plastic Bags (#),Plastic Bottles (#),Plastic Utensils (#),Coffee Cups/Paper Cups (#),Plastic Lollipop/Cotton bud sticks (#),Unidentified Plastic Items - Soft (#),Unidentified Plastic Items - Hard (#),Cigarette butts (#),Fishing gear (#),Fishing Line (#),Microfibers (#),Rope >5mm (#),Cans (#),Tape (#),Rubber,Tennis Ball/ Toy Ball (#),Face masks/ Gloves/ PPE (#),Syringes (#),Other
Australian National Maritime Museum ,1,Jack ,31/3/2021,March,2021,24,"2,100",80%,20%,,60,107,10,0,2,1,0,0,1,1,1,15,17,20,0,0,20,0,0,1,0,0,0,0,
Australian National Maritime Museum ,1,Jack,15/4/2021,April,2021,24,"2,300",100%,0%,,36,58,12,1,2,1,2,0,0,0,0,7,16,3,0,0,20,0,0,6,0,0,0,1,
Australian National Maritime Museum ,1,Jack,21/4/2021,April,2021,24,"1,800",30%,70%,,42,36,6,8,3,1,0,0,0,0,3,30,32,2,0,0,8,0,0,1,0,0,0,0,
Australian National Maritime Museum ,1,Jack,29/4/2021,April,2021,24,"1,400",50%,50%,,4,19,4,0,3,1,0,0,1,0,0,16,10,0,0,0,0,0,0,2,0,2,0,0,
Australian National Maritime Museum ,1,Jack,24/6/2021,June,2021,24,"1,800",40%,60%,2 baitfish,7,90,7,0,0,0,0,0,0,0,0,17,16,2,0,0,3,1,0,1,0,0,0,0,
Australian National Maritime Museum ,1,Jack,22/9/2021,September,2021,24,"1,800",70%,30%,2,2,0,1,1,0,0,0,1,0,1,0,9,7,2,0,0,,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Jack,30/9/2021,September,2021,24,"1,700",90%,10%,0,3,10,7,1,2,1,0,0,0,0,0,22,9,1,0,0,0,1,0,0,1,0,1,0,
Australian National Maritime Museum ,1,Jack ,14/10/2021,October,2021,24,"1,900",90%,10%,0,5,7,5,0,0,0,0,0,0,0,0,19,6,3,0,0,3,0,0,2,1,0,0,0,0
Australian National Maritime Museum ,1,Jack ,7/10/2021,October,2021,24,"1,600",20%,80%,0,3,18,5,2,4,0,1,0,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Jack,10/11/2021,November,2021,24,"3,600",5%,95%,4,3,14,3,0,0,0,1,0,1,0,0,7,2,6,0,1,3,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1,Jack ,17/11/2021,November,2021,24,"2,300",50%,50%,1,3,9,4,1,0,1,,0,0,0,0,11,6,2,0,3,0,1,0,0,1,1,1,0,
Australian National Maritime Museum ,1, Jack ,7/12/2021,December,2021,24,"1,500",10%,90%,0,3,12,0,0,1,0,0,0,0,0,0,6,7,0,0,0,2,0,0,1,0,0,0,0,
Australian National Maritime Museum ,1, Jack ,19/1/2022,January,2022,24,"3,000",100%,0%,0,88,8,7,1,2,0,0,0,0,0,1,19,2,3,0,0,56,0,0,1,1,0,0,0,0
Australian National Maritime Museum ,1, Matt ,30/11/2021,November,2021,168,,,,0,10,43,67,8,2,3,2,0,0,3,2,75,81,49,0,0,6,0,0,0,0,0,0,0,0
Australian National Maritime Museum ,1, Jack ,27/1/2022,January,2022,48,"2,900",10%,90%,1 seahorse,7,24,7,0,0,0,1,0,0,0,0,6,7,7,0,0,2,1,0,1,1,0,0,0,1 playing card 
Australian National Maritime Museum ,1, Jack ,8/2/2022,February,2022,24,"2,200",80%,20%,0,12,2,3,0,1,0,1,0,0,0,0,14,5,9,0,3,2,0,0,0,0,0,2,0,0
Australian National Maritime Museum ,1, Jack ,23/2/2022,February,2022,24,"2,600",80%,20%,0,6,2,6,0,0,0,0,0,0,0,0,17,6,8,0,0,1,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1, Jack ,3/3/2022,March,2022,24,"1,100",100%,0%,2,7,1,2,1,2,0,1,0,0,0,0,12,2,0,0,1,1,0,0,1,0,0,0,0,0
Australian National Maritime Museum ,1, Jack ,9/3/2022,March,2022,48,"2,800",80%,20%,0,3,4,5,1,1,0,0,0,0,0,0,15,2,3,0,1,2,0,0,0,0,0,0,0,
Australian National Maritime Museum ,1, James ,17/3/2022,March,2022,24,"2,200",95%,5%,0,32,28,3,1,2,0,1,0,0,0,0,76,28,0,0,0,0,0,0,0,0,0,0,0,0
Australian National Maritime Museum ,1, James ,24/3/2022,March,2022,24,"4,300",95%,5%,24 prawns,40,8,2,1,1,0,0,0,0,0,0,44,32,0,0,4,4,0,0,1,1,0,0,0,0
Australian National Maritime Museum ,1, Jack ,5/4/2022,April,2022,24,,90%,10%,0,132,8,20,2,16,1,0,0,0,1,0,52,35,2,0,0,28,2,0,0,3,0,0,0,
Australian National Maritime Museum ,1, Jack ,13/4/2022,April,2022,24,,100%,0%,3 shrimp,2,19,4,2,2,0,1,0,0,0,0,15,12,0,0,0,2,0,0,1,0,0,1,0,
Batavia Marina Sunda Kelapa ,1,Yudha + Panji,2/3/2021,March,2021,21,"5,560",100%,0%,,0,150,8300,7,0,152,0,11,14,0,70,90,0,0,1,0,0,7,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha + Panji,2/3/2021,March,2021,21,"6,720",100%,0%,,0,1320,11092,29,0,87,0,83,9,0,60,0,0,0,0,0,0,16,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha + Panji,3/3/2021,March,2021,21,"3,540",100%,0%,,325,160,0,11,20,127,0,0,7,0,120,17,0,130,0,0,0,0,1,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha + Panji,3/3/2021,March,2021,21,"4,540",100%,0%,,0,150,4100,6,24,90,44,5,49,0,200,0,69,0,0,0,0,4,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,4/3/2021,March,2021,20,"2,663",100%,0%,,150,170,874,12,5,32,363,4,4,0,20,0,3,0,0,0,0,11,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,4/3/2021,March,2021,20,"1,370",86%,14%,,200,70,152,0,14,11,181,0,2,0,80,0,0,20,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,5/3/2021,March,2021,24,"4,620",100%,0%,,275,870,740,32,12,45,3536,5,0,0,40,0,15,30,0,0,5500,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,5/3/2021,March,2021,24,"5,710",100%,0%,,250,180,700,36,24,52,729,7,0,0,70,0,35,60,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha + Panji,8/3/2021,March,2021,5,450,100%,0%,,0,230,200,3,17,52,22,2,12,0,0,0,35,0,0,0,0,1,1,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha + Panji,8/3/2021,March,2021,5,910,100%,0%,,0,310,340,6,28,92,33,5,37,0,220,0,32,0,0,0,0,3,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,9/3/2021,March,2021,24,931,90%,10%,,100,50,0,0,18,5,38,5,0,0,80,0,0,440,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha + Panji,9/3/2021,March,2021,21,622,10%,90%,,175,680,140,0,7,40,602,2,2,0,40,0,0,130,0,0,0,1,,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,10/3/2021,March,2021,21,"2,259",89%,11%,,225,250,146,0,22,75,161,6,15,0,110,0,0,0,0,0,0,3,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha + Panji,10/3/2021,March,2021,21,643,71%,29%,,250,500,48,0,39,25,47,0,0,0,120,0,0,150,0,0,2,,,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,12/3/2021,March,2021,21,67,NA,NA,,375,0,0,1,0,0,44,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,12/3/2021,March,2021,24,227,64%,44%,,125,50,50,0,3,15,29,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,15/3/2021,March,2021,72,"4,973",100%,0%,,0,0,850,26,40,107,642,0,0,0,90,10,0,520,0,0,74000,17,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,15/3/2021,March,2021,72,289,100%,0%,,800,0,108,1,8,10,6,3,2,0,30,0,0,70,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,16/3/2021,March,2021,21,"3,577",99%,1%,,0,350,282,4,27,52,123,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,16/3/2021,March,2021,21,"4,383",97%,3%,,125,2050,314,11,17,16,322,5,9,,130,0,0,210,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,17/3/2021,March,2021,21,"2,744",97%,3%,,6125,180,418,3,22,37,31,3,5,9,0,0,41,0,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,17/3/2021,March,2021,21,"4,364",89%,11%,,3000,490,390,31,15,52,586,0,0,0,200,0,0,350,0,0,0,5,,,,,,,
Batavia Marina Sunda Kelapa ,2,Mahfud,18/3/2021,March,2021,24,"4,483",95%,5%,,2050,300,344,26,7,75,568,5,0,5,9,0,0,41,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,18/3/2021,March,2021,21,"5,766",86%,14%,,1950,1790,520,38,0,127,786,1,0,0,0,0,0,940,0,0,0,11,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Mahfud,19/3/2021,March,2021,24,"2,478",96%,4%,,100,100,24,0,3,4180,5,0,0,5,9,0,0,41,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Dela,19/3/2021,March,2021,24,"4,644",93%,7%,,0,0,384,0,5,38,3562,16,0,13,140,30,0,180,0,0,0,4,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,22/3/2021,March,2021,24,302,98%,2%,,0,80,0,0,1,17,15,0,0,5,9,0,0,41,0,0,30000,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,22/3/2021,March,2021,24,638,97%,3%,,0,5000,50,0,3,22,18,1,0,0,20,0,0,60,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,23/3/2021,March,2021,21,198,95%,5%,,0,550,34,0,0,12,3,0,0,0,0,0,0,20,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,23/3/2021,March,2021,21,80,86%,14%,,0,10,80,0,1,0,1,1,0,5,9,0,0,41,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Dela,24/3/2021,March,2021,24,215,67%,33%,,0,0,8,0,0,0,19,0,0,1,20,0,0,50,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,24/3/2021,March,2021,24,68,49%,51%,,0,30,6,0,0,0,2,0,0,5,9,7,2,41,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Mahfud,25/3/2021,March,2021,24,"1,148",100%,0%,,650,1200,72,14,8,40,86,0,0,5,9,0,0,480,4,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,25/3/2021,March,2021,24,455,47%,53%,,0,1270,32,14,2,5,10,0,0,,20,0,32,110,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Mahfud,26/3/2021,March,2021,24,725,0%,100%,,0,80,8,0,0,107,11,30,0,0,0,0,0,120,0,0,0,2,8,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,26/3/2021,March,2021,24,"1,250",100%,0%,,1825,1970,38,6,7,10,8,0,0,0,30,0,0,430,0,0,2000,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,29/3/2021,March,2021,24,"4,780",100%,0%,,110,476,0,14,20,484,9,0,4,0,0,0,70,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,29/3/2021,March,2021,24,"2,710",100%,0%,,4500,270,254,4,14,28,114,11,5,0,40,0,0,210,,,,40,,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,30/3/2021,March,2021,24,790,98%,2%,,925,530,26,0,10,7,44,3,,,50,,55,110,0,0,0,0,1,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,30/3/2021,March,2021,24,465,0%,100%,,175,0,16,2,4,0,40,2,0,0,0,0,0,330,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji & Rian,31/3/2021,March,2021,24,"1,855",100%,0%,,5025,580,66,0,12,35,150,2,0,1,40,0,0,300,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji/Rian,31/3/2021,March,2021,24,610,100%,0%,,1350,60,90,,27,5,23,3,,1,50,,,430,,,,4,,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji/Rian,1/4/2021,April,2021,24,"1,974",90%,10%,,0,80,0,2,3,10,1,220,10,0,490,0,0,0,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Panji,1/4/2021,April,2021,24,425,0%,100%,,2050,360,42,1,0,0,29,1,0,0,0,0,0,210,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,5/4/2021,April,2021,24,966,100%,0%,,0,730,98,0,7,17,90,2,5,0,190,7,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,5/4/2021,April,2021,24,"5,131",68%,32%,,0,35160,274,4,18,92,705,5,8,0,0,0,0,390,0,0,41,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Rian,6/4/2021,April,2021,24,11,100%,0%,,0,5,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,6/4/2021,April,2021,24,"1,835",85%,15%,,925,230,490,2,3,37,175,12,4,,110,,,210,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Dela,7/4/2021,April,2021,24,307,100%,0%,,0,40,28,0,2,0,6,0,1,0,30,0,0,50,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Rian,7/4/2021,April,2021,24,54,100%,0%,,0,200,0,0,0,5,1,0,0,0,0,7,0,10,0,0,2500,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,8/4/2021,April,2021,24,102,82%,18%,,0,0,0,0,0,0,10,0,0,0,50,0,0,150,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Mahfud,9/4/2021,April,2021,24,101,NA,NA,,0,60,0,0,0,50,16,0,0,0,20,0,0,120,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,9/4/2021,April,2021,24,880,10%,90%,,2525,0,144,0,9,37,54,9,0,0,0,0,27,340,0,0,0,8,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,12/4/2021,April,2021,24,"1,320",100%,0%,,0,170,182,0,17,177,111,0,28,17,0,33,0,110,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,12/4/2021,April,2021,48,"1,648",100%,0%,,0,70,288,0,54,132,176,0,3,0,0,10,33,30,0,0,0,1,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,13/4/2021,April,2021,24,"1,080",100%,0%,,0,150,192,0,14,75,139,0,3,0,150,0,0,20,0,0,15000,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,13/4/2021,April,2021,24,109,0%,100%,,125,150,12,1,0,0,8,22,1,0,20,0,0,20,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,14/4/2021,April,2021,24,"3,606",84%,16%,,0,0,922,0,28,70,324,3,0,12,180,10,0,80,0,0,12000,1,1,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,14/4/2021,April,2021,24,"1,815",82%,18%,,0,100,172,2,6,5,59,2,2,2,20,10,0,30,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,15/4/2021,April,2021,24,157,100%,0%,,0,0,0,0,2,0,9,3,0,0,0,0,0,5,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,15/4/2021,April,2021,24,"2,302",80%,20%,,0,1170,620,3,15,40,190,4,1,10,30,27,0,50,0,0,0,2,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Panji,16/4/2021,April,2021,24,"1,097",100%,0%,,0,1340,132,4,7,50,99,6,0,0,160,0,0,60,0,0,6000,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Dela,16/4/2021,April,2021,24,"1,571",65%,35%,,0,0,292,8,12,107,103,2,0,0,160,10,0,0,0,0,18000,2,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,19/4/2021,April,2021,48,"5,770",NA,NA,,775,330,370,17,16,172,936,8,4,0,130,0,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,19/4/2021,April,2021,24,438,100%,0%,,0,330,14,2,0,10,46,2,,,20,0,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Rian,20/4/2021,April,2021,24,165,100%,0%,,0,20,84,2,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,20/4/2021,April,2021,24,"2,602",100%,0%,,0,460,274,0,11,12,251,0,1,6,0,13,0,0,0,0,2,0,0,,,,,,
Batavia Marina Sunda Kelapa ,1,Yudha ,21/4/2021,April,2021,24,55,100%,0%,,0,1000,60,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,,,,,,
Batavia Marina Sunda Kelapa ,2,Yudha ,21/4/2021,April,2021,24,"1,290",100%,0%,,2075,210,350,2,2,1792,1,0,1,0,0,14,0,0,0,0,5,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,20/1/2020,January,2020,71, NA ,NA,NA,,,0,1,,0,0,0,0,0,0,0,,,0,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,27/1/2020,January,2020,71, NA ,NA,NA,,,0,2,,0,0,0,0,0,0,0,,,0,1,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,29/1/2020,January,2020,71, NA ,NA,NA,,,0,1,,0,0,0,0,0,0,0,,,0,1,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,31/1/2020,January,2020,71, NA ,50%,50%,,,0,2,,0,0,0,0,0,0,0,,,1,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,3/2/2020,February,2020,96, NA ,NA,NA,,,4,1,,0,0,0,0,0,0,0,,,0,1,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,10/2/2020,February,2020,71, NA ,NA,NA,,,0,0,,0,1,1,0,0,0,0,,,0,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,13/2/2020,February,2020,24, NA ,NA,NA,"18 dead 1cm fish, 10 live shrimps",,0,1,,0,0,0,0,0,0,0,,,0,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,25/2/2020,February,2020,71, NA ,NA,NA,,,0,0,,0,0,0,0,1,0,0,,,0,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,2/3/2020,March,2020,71, NA ,NA,NA,few dead fish and live shrimps,,0,0,,0,0,0,0,0,0,0,,,0,0,,,,0,,,,,,
Brunswick Heads Boat Harbour,1,Mahi/Chris/Rach,13/3/2020,March,2020,48,"2,000",NA,NA,"150 live prawns, 7 dead fish",6,5,0,0,0,0,0,0,0,0,0,6,0,1,1,0,,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Rach,22/3/2020,March,2020,71,"2,500",NA,NA,,2,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Rach,28/3/2020,March,2020,71,700,NA,NA,,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Rach,6/4/2020,April,2020,72,"5,000",NA,NA,"16 dead fish, 4 dead prawns, 50+live small shrimps",6,0,1,0,1,0,0,0,1,0,0,3,1,4,0,0,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Rach,13/4/2020,April,2020,71,"4,000",NA,NA,,20,5,5,0,3,0,0,0,0,0,0,9,10,5,1,0,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Mahi,12/5/2020,May,2020,24,300,NA,NA,3 large live shrimps,5,4,1,1,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,19/5/2020,May,2020,71,"2,000",NA,NA,"10 dead bi-catch, 20 live bi- catch...crabs?",5,0,0,0,0,0,0,0,0,0,0,10,10,1,0,26,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,26/5/2020,May,2020,71,"1,000",NA,NA,,2,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,2/6/2020,June,2020,71,"3,000",NA,NA,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,16/6/2020,June,2020,71,"6,300",NA,NA,,1,0,0,0,0,0,2,0,0,0,0,3,1,1,2,1,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,23/6/2020,June,2020,71,"2,000",NA,NA,,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,26/6/2020,June,2020,71,"1,500",NA,NA,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,30/6/2020,June,2020,71,500,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,"Derek, Mahi, Tom",3/7/2020,July,2020,96,"1,500",NA,NA,"100 bycatch, 90 fish, 10 prawns",3,0,0,0,0,0,0,0,0,0,1,2,2,1,0,8,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,7/7/2020,July,2020,71,500,NA,NA,,12,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,21/7/2020,July,2020,71,"2,500",NA,NA,,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom,25/7/2020,July,2020,71,"1,000",NA,NA,200 fish (little) & 30 prawns,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,28/7/2020,July,2020,71,"3,500",NA,NA,,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom,7/8/2020,August,2020,71,600,65%,35%,"3x prawns, 2x small fish",0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,6,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,11/8/2020,August,2020,71,"4,000",NA,NA,"12x small dead fish, 2x live prawns",0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,14/8/2020,August,2020,71,"2,000",NA,NA,,3,11,0,0,1,0,0,0,0,0,0,0,5,0,0,9,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,25/8/2020,August,2020,71,"1,000",NA,NA,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,28/8/2020,August,2020,96,800,NA,NA,,4,8,4,0,0,0,0,0,0,1,0,0,8,0,1,2,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,1/9/2020,September,2020,71,"1,500",NA,NA,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom,4/9/2020,September,2020,96,"4,000",NA,NA,"50x sardines, 5x prawns, 3x jelly",3,12,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,8/9/2020,September,2020,71,"4,500",NA,NA,,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom,11/9/2020,September,2020,48,"1,000",NA,NA,,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,15/9/2020,September,2020,71,"4,000",NA,NA,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,18/9/2020,September,2020,96,"2,500",NA,NA,3 jellies,3,9,1,0,0,0,0,0,0,0,0,7,4,0,0,6,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,22/9/2020,September,2020,71,600,NA,NA,,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom,25/9/2020,September,2020,96,"2,500",NA,NA,,2,8,1,2,0,0,0,0,0,0,0,2,0,1,1,3,3,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,2/10/2020,October,2020,96,"2,000",NA,NA,,3,8,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,6/10/2020,October,2020,71,"2,500",NA,NA,,18,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,9/10/2020,October,2020,96,"3,500",NA,NA,,0,5,1,0,0,0,0,0,0,0,0,4,1,1,0,3,2,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,13/10/2020,October,2020,71,400,NA,NA,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,22/10/2020,October,2020,71,"2,000",NA,NA,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,27/10/2020,October,2020,71,"2,000",NA,NA,3x small dead fish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Tom  ,31/10/2020,October,2020,71,"2,000",NA,NA,,3,6,1,0,0,0,0,0,0,0,0,0,1,0,1,7,6,0,0,,,,,,
Brunswick Heads Boat Harbour,1,Derek,3/11/2020,November,2020,12,350,NA,NA,,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,,,,,,
Club de Mar,1,Paola/Santiago,24/12/2018,December,2018,1, NA ,NA,NA,,,3,0,,1,0,0,0,0,0,0,,,4,0,,,,0,,,,,,
Club de Mar,1,Pablo/Paola,4/1/2019,January,2019,48,"1,000",NA,NA,,,5,0,,0,0,2,0,0,0,0,,,12,0,,,,0,,,,,,
Club de Mar,1,Paola,15/1/2019,January,2019,72,"1,000",NA,NA,,,5,4,,0,2,7,0,0,0,1,,,22,0,,,,0,,,,,,
Club de Mar,1,Paola/Noa,25/1/2019,January,2019,168,"7,000",NA,NA,,,13,39,,5,0,5,2,0,0,0,,,53,0,,,,2,,,,,,
