Marina Name ,Unit Number ,Data Collector,Date,Month,Year,Hours in Operation (since last empty),Total weight (g),Terrestrial Biomass (land based) (%),Marine Biomass (water based) (%),Bycatch,Microplastic (Pellets) (#),Foam Pieces (#),Plastic Food Wrappers - Soft (#),Food packaging - Hard (#),Plastic Lids (#),Plastic Straws (#),Plastic Bags (#),Plastic Bottles (#),Plastic Utensils (#),Coffee Cups/Paper Cups (#),Plastic Lollipop/Cotton bud sticks (#),Unidentified Plastic Items - Soft (#),Unidentified Plastic Items - Hard (#),Cigarette butts (#),Fishing gear (#),Fishing Line (#),Microfibers (#),Rope >5mm (#),Cans (#),Tape (#),Rubber,Tennis Ball/ Toy Ball (#),Face masks/ Gloves/ PPE (#),Syringes (#),Other
Coffs Harbour Marina,1,Terry Close,11/7/2021,July,2021,144,"1,000",90%,10%,,5,3,7,0,0,0,1,0,0,0,0,4,1,7,0,4,3,0,0,,,0,0,0,
Coffs Harbour Marina,1,Terry Close,27/7/2021,July,2021,168,"3,500",67%,33%,,5,0,5,0,0,0,2,0,0,0,0,7,4,5,0,4,20,3,0,0,0,0,,,
Coffs Harbour Marina,1,Terry Close,3/8/2021,August,2021,168,"1,000",50%,50%,0,3,0,0,0,0,0,0,0,0,0,0,5,2,3,0,6,11,2,0,0,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,10/8/2021,August,2021,168,"1,500",33%,67%,0,100,1,15,0,0,0,1,0,0,0,0,10,20,3,0,10,30,1,0,0,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,13/11/2021,November,2021,168,"1,000",45%,55%,0,8,6,2,0,0,0,2,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,27/11/2021,November,2021,168,"2,000",0%,100%,0,12,8,3,0,0,0,0,0,0,0,0,11,2,4,0,4,12,3,0,,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,5/11/2021,November,2021,168,"4,000",87%,13%,0,6,12,0,0,0,0,0,0,0,1,0,4,1,3,2,10,14,4,0,0,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,22/10/2021,October,2021,24,"4,000",70%,30%,0,4,1,3,0,2,1,0,0,0,0,0,9,3,3,0,5,11,2,0,0,0,0,0,0,0
Coffs Harbour Marina,1,Terry Close,30/10/2021,October,2021,24,"2,000",33%,67%,0,5,0,2,0,0,1,1,0,0,0,0,4,5,0,0,7,13,1,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,17/1/2022,January,2022,216,"1,500",75%,25%,0,10,21,12,0,2,1,0,1,0,0,0,12,9,0,1,3,21,9,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,8/1/2022,January,2022,216,"8,000",94%,6%,0,22,3,7,0,2,3,2,0,0,0,1,8,11,0,0,3,97,13,0,,,,,,
Coffs Harbour Marina,1, Terry Close ,30/12/2021,December,2021,168,"1,500",86%,14%,0,0,2,5,1,0,1,1,0,0,0,0,11,4,0,0,5,6,0,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,19/12/2021,December,2021,168,"2,500",85%,15%,0,7,3,4,0,0,0,1,0,0,0,0,4,2,0,1,9,16,3,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,12/12/2021,December,2021,168,"2,000",80%,20%,0,0,4,9,0,1,1,5,0,0,0,1,7,2,0,0,11,12,0,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,12/2/2022,February,2022,192,"2,000",20%,80%,0,0,10,5,2,2,1,1,0,0,1,0,11,7,1,0,14,72,3,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,5/2/2022,February,2022,168,"3,000",30%,70%,0,20,6,11,2,1,0,2,0,0,1,0,14,4,2,1,11,62,3,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,1/3/2022,March,2022,168,"4,000",20%,80%,0,32,0,4,0,1,0,1,0,0,1,1,15,4,0,0,5,12,3,0,0,0,0,0,,
Coffs Harbour Marina,1, Terry Close ,22/2/2022,February,2022,168,"3,000",10%,80%,0,7,0,5,1,0,2,0,0,0,0,0,9,4,0,0,6,32,0,0,0,0,0,0,0,0
Coffs Harbour Marina,1, Terry Close ,8/3/2022,March,2022,168,"5,000",45%,55%,0,22,4,7,2,2,3,3,0,0,0,1,9,6,2,0,10,27,1,0,,,,,,
Coffs Harbour Marina,1, Terry Close ,14/3/2022,March,2022,168,"1,000",90%,10%,0,9,0,3,0,0,0,2,0,0,0,1,4,2,0,0,4,19,3,0,0,0,0,0,0,
Coffs Harbour Marina,1, Terry Close ,21/3/2022,March,2022,168,"1,500",17%,83%,0,4,1,3,0,1,0,2,0,0,0,0,11,3,0,0,11,23,5,1,0,0,,,,
Colonia Sant Jordi,1,Paola,5/4/2021,April,2021,144,"7,000",NA,NA,,212,,1,,1,,,,1,1,,64,35,4,,,,,,,,,,,
Colonia Sant Jordi,1,Paola,8/4/2021,April,2021,144,"9,350",NA,NA,,97,,10,0,0,0,4,0,0,1,6,22,19,10,0,0,5,0,0,0,,,,,
Colonia Sant Jordi,1,Paola,14/4/2021,April,2021,144,"15,725",88%,12%,,192,54,3,24,3,,2,,,,,24,26,38,,,10,1,,,,,2,,
Colonia Sant Jordi,1,Paola,23/4/2021,April,2021,192,"8,100",NA,NA,,141,,9,1,,,4,,,,,,,16,,,6,14,,16,,,2,,
Colonia Sant Jordi,1,Paola,29/4/2021,April,2021,78,"4,980",NA,NA,,47,0,26,1,0,0,1,0,0,2,3,22,23,0,0,0,2,0,,,,,,,
Colonia Sant Jordi,1,Paola,5/5/2021,May,2021,144,"7,000",NA,NA,,212,,1,,1,,,,1,1,,64,35,4,,,,,,,,,,,
Colonia Sant Jordi,1,Paola,14/5/2021,May,2021,144,"2,900",NA,NA,,798,,11,,1,,1,,,1,,40,,3,,,,2,,,,,4,,
Colonia Sant Jordi,1,Paola,19/5/2021,May,2021,100,"4,405",NA,NA,,228,,3,2,3,1,,,,,3,7,23,1,,1,60,2,,,,,,,
Colonia Sant Jordi,1,Paola,26/5/2021,May,2021,144,"2,800",NA,NA,,288,,2,,1,,3,1,16,,,23,,12,1,1,6,,,,,,,,
Colonia Sant Jordi,1,Paola,2/6/2021,June,2021,240,"5,000",NA,NA,,21,2,8,,,,,,1,1,,3,5,3,,3,4,1,,,,,2,,
Colonia Sant Jordi,1,Paola,18/6/2021,June,2021,192,"4,500",NA,NA,,78,,,,1,,3,,,,3,27,30,,,,5,,,,,,,,
Colonia Sant Jordi,1,Paola,25/6/2021,June,2021,144,"4,000",NA,NA,,86,15,,2,4,,,,,,4,29,31,,,,,,,,,,,,
Colonia Sant Jordi,1,Paola,2/7/2021,July,2021,72,"2,000",NA,NA,,35,0,0,0,2,0,1,0,0,0,0,0,23,12,0,0,0,10,4,0,,,2,,
Colonia Sant Jordi,1,Paola,9/7/2021,July,2021,144,"3,000",NA,NA,,222,0,2,0,2,0,1,0,0,0,1,60,0,0,1,0,20,1,1,1,,,3,,
Colonia Sant Jordi,1,Paola,27/7/2021,July,2021,144,"4,100",NA,NA,,78,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Colonia Sant Jordi,1,Paola,4/8/2021,August,2021,48,"1,250",NA,NA,,41,,1,0,0,0,0,2,0,0,0,8,0,0,0,0,5,0,0,0,0,0,1,,
Colonia Sant Jordi,1,Paola,12/8/2021,August,2021,96,"3,300",NA,NA,,73,0,6,1,5,0,2,2,0,2,0,29,0,3,0,0,5,2,2,0,0,0,1,0,
Colonia Sant Jordi,1,Paola,20/8/2021,August,2021,144,"5,200",,,,53,,4,2,4,1,2,3,,1,,,19,6,,1,5,,2,,,,2,,1 X Mechero
Colonia Sant Jordi,1,Paola,27/8/2021,August,2021,144,"4,300",0%,0%,,68,,1,,12,,,5,,,17,5,,1,,,,,,,,,1,,
Colonia Sant Jordi,1,Paola,31/8/2021,August,2021,96,"3,700",0%,0%,,70,,5,1,1,2,1,3,,1,1,113,13,22,,,10,1,1,,,,2,,! X Esponja
Colonia Sant Jordi,1,Paola,20/9/2021,September,2021,240,"12,000",0%,0%,,256,,3,,7,,2,1,,1,,33,1,12,1,,,,,,,,,,"1 Cepillo de dientes, 5 Esponjas, 1 Cinta"
Colonia Sant Jordi,1,Paola,30/9/2021,September,2021,120,"3,000",,,,130,0,0,1,2,1,0,2,0,0,3,15,6,0,1,0,0,5,0,1,0,0,2,1,
Colonia Sant Jordi,1,Paola,7/10/2021,October,2021,48,"1,200",0%,0%,,48,0,6,0,2,0,0,0,0,0,1,33,11,16,1,0,1,0,1,,,,1,,
Colonia Sant Jordi,1,Paola,19/10/2021,October,2021,72,"5,000",0%,0%,0,129,0,5,1,4,1,1,2,0,1,1,40,18,0,1,0,0,0,1,,,,,,2 Mask
Cruising Yacht Club of Australia ,1,Tom B (PILOT),16/7/2020,July,2020,24,"4,300",10%,90%,,1,6,0,0,1,1,0,0,0,0,0,5,9,1,0,1,1,0,0,,,,,,
Cruising Yacht Club of Australia ,1,Tom B (PILOT),23/7/2020,July,2020,24,"1,720",10%,90%, 5x dead fish,0,9,2,0,2,0,0,0,1,0,0,2,4,2,0,1,5,0,0,,,,,,
Cruising Yacht Club of Australia ,1,Tom B (PILOT),6/8/2020,August,2020,24,"1,300",85%,15%,"1x tiny dead fish, 1x dead crab",2,28,0,0,1,0,0,0,0,0,1,3,9,1,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,2,Mario Ara,7/8/2020,August,2020,24,120,NA,NA,,9,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,3,Mario Ara,7/8/2020,August,2020,24,150,NA,NA,,34,3,1,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,2,Mario Ara,14/8/2020,August,2020,24,"3,000",NA,NA,,73,14,62,2,5,3,1,0,0,3,3,0,33,7,0,0,1,0,0,,,,,,
Cruising Yacht Club of Australia ,3,Mario Ara,14/8/2020,August,2020,24,"2,500",NA,NA,,31,11,34,0,4,1,0,0,0,1,1,2,33,12,0,0,1,0,0,,,,,,
Cruising Yacht Club of Australia ,1,Tom B (PILOT),27/8/2020,August,2020,24,"3,570",20%,80%,,0,0,3,1,1,0,1,0,0,0,0,12,2,0,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,1,Tom B (PILOT),10/9/2020,September,2020,24,"2,100",40%,60%,6x small dead bait fish,5,8,4,0,1,1,0,0,0,0,0,4,8,3,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,5,Sol,1/10/2020,October,2020,24,"3,500",NA,NA,"1x small Luderick, 2x jellyfish",2,8,10,3,0,1,2,0,0,0,0,0,2,3,0,0,2,0,0,,,,,,
Cruising Yacht Club of Australia ,4,Sol,2/10/2020,October,2020,24,"2,200",NA,NA,"1x live small fish, 2x jellyfish",10,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Cruising Yacht Club of Australia ,1,Em S,19/10/2020,October,2020,24,"1,900",85%,15%,,16,6,2,0,1,1,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,27/10/2020,October,2020,24,"2,700",85%,15%,,1,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,3/11/2020,November,2020,24,"2,670",75%,25%,,5,7,2,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,10/11/2020,November,2020,24,"4,100",20%,80%,,65,59,7,0,0,1,0,0,0,1,0,19,14,3,0,0,3,0,0,2,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,17/11/2020,November,2020,24,"2,300",70%,30%,,4,5,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,
Cruising Yacht Club of Australia ,1,Em S,24/11/2020,November,2020,24,"4,600",80%,20%,,2,3,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,
Cruising Yacht Club of Australia ,5,Georgia,1/12/2020,December,2020,24,500,70%,30%,1 small fish,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,2/12/2020,December,2020,24,"6,100",80%,20%,,6,0,3,0,1,0,1,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,5,Georgia,8/12/2020,December,2020,24,"1,900",90%,10%,,17,3,14,8,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,12/12/2020,December,2020,24,"2,760",90%,10%,,3,0,0,1,0,0,1,0,0,0,0,9,2,1,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Georgia,15/12/2020,December,2020,24,"2,000",85%,15%,,2,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,4,Em S,15/12/2020,December,2020,24,"7,600",80%,20%,3 small crabs,4,7,4,0,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,6,Em S,15/12/2020,December,2020,24,"5,000",80%,20%,"2 bait fish, 1 shrimp",3,15,4,0,4,0,0,0,2,1,1,17,3,14,0,0,0,0,0,0,0,0,2,0,
Cruising Yacht Club of Australia ,1,Em S,5/1/2021,January,2021,24,"4,600",80%,20%,,0,3,3,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,5,Georgia,12/1/2021,January,2021,24,"1,100",90%,10%,"5 prawns, 3 fish, 4 jellyfish",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,12/1/2021,January,2021,24,"2,240",70%,30%,,0,18,1,1,0,1,0,0,0,0,2,8,0,0,0,0,1,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,5,Georgia,19/1/2021,January,2021,24,"2,000",85%,15%,"1 sea worm, 2 jellyfish, 1 fish",0,4,4,0,0,0,1,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,19/1/2021,January,2021,24,"1,520",60%,40%,,0,2,4,0,0,0,2,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Em S,2/2/2021,February,2021,24,"3,100",60%,40%,,2,10,1,1,3,0,1,2,0,1,0,3,1,0,1,0,0,0,0,0,2,0,1,0,
Cruising Yacht Club of Australia ,1,Em S,10/2/2021,February,2021,24,"1,480",70%,30%,,0,4,1,0,2,0,1,0,0,0,0,19,8,1,0,0,0,0,0,0,0,0,2,0,
Cruising Yacht Club of Australia ,3,Eddy,16/2/2021,February,2021,24,"9,500",80%,20%,,2,6,1,1,3,0,0,0,0,0,0,3,2,3,0,0,0,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,25/2/2021,February,2021,24,"12,000",95%,5%,2 jellyfish returned to water,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
Cruising Yacht Club of Australia ,2,Jaymee,4/3/2021,March,2021,24,"4,000",98%,2%,,0,3,6,9,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,4/3/2021,March,2021,24,"4,000",95%,5%,,0,3,6,9,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,2,Jaymee,10/3/2021,March,2021,24,"3,000",90%,10%,,3,3,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,NA,10/3/2021,March,2021,24,"1,200",30%,70%,,4,5,0,0,0,0,0,0,0,0,0,5,5,2,0,0,3,0,0,1,0,0,0,1,
Cruising Yacht Club of Australia ,3,Eddy,11/3/2021,March,2021,24,300,80%,20%,"3 Shellfish, 16 garfish, 1 crab",0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,16/3/2021,March,2021,24,"3,200",70%,30%,,14,2,1,0,0,0,0,0,0,0,0,4,8,1,0,0,1,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,18/3/2021,March,2021,24,"6,000",90%,10%,,3,5,14,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,2,Jack,23/3/2021,March,2021,24,"17,100",100%,0%,,9,12,48,24,1,12,12,0,0,0,0,144,36,12,0,0,2,0,0,24,1,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,25/3/2021,March,2021,24,"11,000",85%,15%,Small fish returned to ocean,32,8,39,7,0,3,3,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,0,
Cruising Yacht Club of Australia ,1,Jack,31/3/2021,March,2021,24,"5,100",90%,10%,,12,4,1,1,0,0,0,0,0,0,0,2,9,2,0,0,4,2,0,0,0,1,0,0,
Cruising Yacht Club of Australia ,3,Eddy,1/4/2021,April,2021,24,"6,000",98%,2%,1 small fish,7,9,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,8/4/2021,April,2021,24,"8,000",95%,5%,1 crab,4,51,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,15/4/2021,April,2021,24,"3,000",65%,35%,,46,86,12,0,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,15/4/2021,April,2021,24,"2,100",40%,60%,,92,20,2,0,0,2,0,0,0,0,0,6,26,1,0,0,32,0,0,0,1,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,21/4/2021,April,2021,24,"1,750",20%,80%,,24,6,3,0,2,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,22/4/2021,April,2021,24,"4,000",30%,70%,,15,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,29/4/2021,April,2021,72,"2,600",40%,60%,,84,0,5,3,1,1,0,1,0,1,1,9,8,2,0,0,12,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,4/5/2021,May,2021,24,"1,700",80%,20%,,9,8,1,0,0,0,0,0,0,0,0,10,7,1,0,0,0,0,0,0,1,0,0,1,
Cruising Yacht Club of Australia ,3,Eddy,6/5/2021,May,2021,24,"11,000",90%,10%,"x2 baitfish, x1 shrimp dead",7,11,14,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,11/5/2021,May,2021,24,"1,600",90%,10%,,5,0,0,0,1,0,1,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,13/5/2021,May,2021,24,"11,000",80%,20%,baitfish,7,13,8,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,
Cruising Yacht Club of Australia ,1,Jack,20/5/2021,May,2021,24,"2,700",30%,70%,,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,
Cruising Yacht Club of Australia ,1,Jack,26/5/2021,May,2021,24,"2,100",60%,40%,,12,0,5,0,1,0,0,0,0,1,0,7,4,1,0,0,4,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,3/6/2021,June,2021,24,"4,000",70%,30%,,7,5,11,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,8/6/2021,June,2021,24,"3,900",30%,70%,,11,2,3,0,0,0,0,0,0,0,1,7,6,2,0,0,4,0,0,0,1,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,11/6/2021,June,2021,24,"11,000",85%,15%,,11,26,4,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack ,16/6/2021,June,2021,24,"1,600",80%,20%,3 dead fish 1 dead long juv eel looking thing,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,18/6/2021,June,2021,24,"5,000",80%,20%,,5,8,11,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,24/6/2021,June,2021,24,"2,600",40%,60%,,3,1,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,23/9/2021,September,2021,24,"3,600",70%,30%,4,7,2,5,0,0,0,1,0,0,0,0,16,4,2,0,0,2,0,0,0,0,0,0,0,Astro turf 
Cruising Yacht Club of Australia ,1,Jack,30/9/2021,September,2021,24,"2,500",80%,20%,1,4,0,3,2,3,0,1,0,0,1,0,10,4,2,0,1,3,0,0,1,1,0,0,0,Astro turf 
Cruising Yacht Club of Australia ,3,Eddy,29/10/2021,October,2021,24,"6,000",40%,60%,10,2,0,8,3,0,0,2,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1
Cruising Yacht Club of Australia ,1,Jack,27/10/2021,October,2021,24,"1,900",50%,50%,3,2,2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack ,21/10/2021,October,2021,24,"3,800",20%,80%,2,4,2,5,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0
Cruising Yacht Club of Australia ,1,Jack ,14/10/2021,October,2021,24,"2,300",60%,40%,0,11,2,2,0,1,3,2,0,0,0,0,10,5,1,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1,Jack ,12/10/2021,October,2021,24,"2,200",80%,20%,1,3,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1,Jack ,7/10/2021,October,2021,24,"3,800",40%,60%,8,36,4,8,4,0,0,0,0,0,1,0,40,16,8,1,0,4,0,0,8,1,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,2/11/2021,November,2021,24,"4,700",5%,95%,0,15,3,6,0,0,0,1,0,0,0,0,21,11,4,0,0,4,0,0,2,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,5/11/2021,November,2021,24,"3,000",30%,70%,0,5,0,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1,Jack,10/11/2021,November,2021,24,"4,300",10%,90%,2,4,0,1,0,1,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3,Eddy,19/11/2021,November,2021,24,"9,000",30%,,70,8,4,14,7,1,0,2,0,0,0,0,0,3,0,0,0,0,0,3,,,,,,"Printed Wood, Balloon"
Cruising Yacht Club of Australia ,1,Jack,23/11/2021,November,2021,24,"3,600",50%,50%,1,2,1,8,1,0,0,0,0,0,0,0,12,4,2,0,1,0,0,0,0,0,0,1,0,0
Cruising Yacht Club of Australia ,3, Eddy ,26/11/2021,November,2021,24,"5,000",5%,95%,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,3, Eddy ,3/12/2021,December,2021,24,"10,000",50%,50%,5,16,7,18,6,4,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1, Jack  ,13/1/2022,January,2022,48,"6,700",100%,0%,1,1,0,6,0,1,0,1,0,0,0,0,6,3,2,0,6,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,2, Jack ,19/1/2022,January,2022,24,"3,700",90%,10%,0,4,1,4,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1, Eddy ,21/1/2022,January,2022,24,"4,000",60%,40%,13,6,3,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1, Jack ,27/1/2022,January,2022,48,"3,700",25%,75%,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3, Eddy ,28/1/2022,January,2022,24,"6,000",10%,90%,30 jelly ,0,0,10,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1, Jack ,2/2/2022,February,2022,24,"3,400",90%,10%,0,6,1,2,0,0,0,1,0,0,0,0,15,8,0,0,0,2,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1, Jack ,8/2/2022,February,2022,24,"2,400",100%,0%,0,4,2,0,0,0,0,1,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,2, James & Jack ,15/2/2022,February,2022,24,"1,300",95%,5%,0,5,6,2,1,1,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,1, Jack ,9/3/2022,March,2022,48,"6,100",95%,5%,1 prawn,0,0,5,2,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,1, James ,24/3/2022,March,2022,24,"1,100",100%,0%,1 prawn,14,0,0,0,2,0,0,0,0,0,1,16,6,0,0,0,0,0,0,1,0,0,0,0,0
Cruising Yacht Club of Australia ,1, Jack ,5/4/2022,April,2022,24,,100%,0%,0,48,8,4,0,3,0,0,0,0,0,0,16,,1,0,4,16,0,0,0,2,0,0,0,
Cruising Yacht Club of Australia ,1, Jack ,13/4/2022,April,2022,24,,100%,0%,2 fish,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,2, James ,28/4/2022,April,2022,24,"3,800",95%,5%,0,32,0,1,0,1,0,0,0,0,1,0,2,5,1,0,1,0,1,0,0,0,0,0,0,
Cruising Yacht Club of Australia ,3, James ,3/5/2022,May,2022,24,"2,800",95%,5%,0,216,23,5,0,12,1,0,1,0,0,0,15,32,0,0,4,2,0,0,0,1,0,1,0,
Cruising Yacht Club of Australia ,3, Eddy ,1/4/2022,April,2022,24,"11,000",80%,20%,6 Jelly Fish,23,0,11,4,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Cruising Yacht Club of Australia ,3, Eddy ,15/4/2022,April,2022,24,"8,000",70%,30%,,6,0,10,4,0,0,0,0,0,,2,0,0,1,0,0,0,0,0,0,,0,0,0,Lolllipop sticks
Cruising Yacht Club of Australia ,3, Eddy ,6/5/2022,May,2022,24,"9,000",70%,30%,0,24,5,10,4,3,1,0,0,0,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0
